%dir,flowInd,flowStat,timeFirst,timeLast,duration,numHdrDesc,numHdrs,hdrDesc,srcMac,dstMac,ethType,vlanID,srcIP,srcIPCC,srcIPOrg,srcPort,dstIP,dstIPCC,dstIPOrg,dstPort,l4Proto,macStat,macPairs,srcMac_dstMac_numP,srcMacLbl_dstMacLbl,dstPortClassN,dstPortClass,numPktsSnt,numPktsRcvd,numBytesSnt,numBytesRcvd,minPktSz,maxPktSz,avePktSize,stdPktSize,minIAT,maxIAT,aveIAT,stdIAT,pktps,bytps,pktAsm,bytAsm,tcpFStat,ipMindIPID,ipMaxdIPID,ipMinTTL,ipMaxTTL,ipTTLChg,ipToS,ipFlags,ipOptCnt,ipOptCpCl_Num,ip6OptCntHH_D,ip6OptHH_D,tcpISeqN,tcpPSeqCnt,tcpSeqSntBytes,tcpSeqFaultCnt,tcpPAckCnt,tcpFlwLssAckRcvdBytes,tcpAckFaultCnt,tcpBFlgtMx,tcpInitWinSz,tcpAveWinSz,tcpMinWinSz,tcpMaxWinSz,tcpWinSzDwnCnt,tcpWinSzUpCnt,tcpWinSzChgDirCnt,tcpWinSzThRt,tcpFlags,tcpAnomaly,tcpOptPktCnt,tcpOptCnt,tcpOptions,tcpMSS,tcpWS,tcpMPTBF,tcpMPF,tcpMPAID,tcpMPDSSF,tcpTmS,tcpTmER,tcpEcI,tcpUtm,tcpBtm,tcpSSASAATrip,tcpRTTAckTripMin,tcpRTTAckTripMax,tcpRTTAckTripAve,tcpRTTAckTripJitAve,tcpRTTSseqAA,tcpRTTAckJitAve,tcpStatesAFlags,icmpStat,icmpTCcnt,icmpBFTypH_TypL_Code,icmpTmGtw,icmpEchoSuccRatio,icmpPFindex,connSip,connDip,connSipDip,connSipDprt,connF,connG,connNumPCnt,connNumBCnt
A,450,0x0400000000004000,1660857283.254942000,1660857283.284684000,0.029742000,1,3,eth:ipv4:tcp,02:15:b4:00:00:00,52:55:0a:00:02:02,0x0800,,10.0.2.16,04,"Private network",38070,31.13.80.8,ca,"Facebook",443,6,0x00,1,02:15:b4:00:00:00_52:55:0a:00:02:02_3,-_-,443,https,3,4,0,31,0,0,0,0,0,0.029742,0.009914001,0.01031882,100.8675,0,-0.1428571,-1,0x0011,0,0,64,64,0,0x00,0x4044,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1502364935,1,0,0,1,0,0,0,65535,32112.15,0,65535,1,0,0,0,0x0115,0x3000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,0,0.029742,0.007999999,0.009573666,0,0,0xd7,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,1,18,26,13,1.444444,6076,931070
B,450,0x0400000000004001,1660857283.252684000,1660857283.284684000,0.032000000,1,3,eth:ipv4:tcp,52:55:0a:00:02:02,02:15:b4:00:00:00,0x0800,,31.13.80.8,ca,"Facebook",443,10.0.2.16,04,"Private network",38070,6,0x00,1,52:55:0a:00:02:02_02:15:b4:00:00:00_4,-_-,443,https,4,3,31,0,0,31,7.75,10.08824,0,0.032,0.007999999,0.01041367,125,968.7499,0.1428571,1,0x0011,2,5,64,255,1,0x00,0x4000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1703169137,3,31,0,4,0,0,31,8760,6132,0,8760,1,0,0,0,0x053d,0x2000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,0,0,0,0,0.007999999,0.009573666,0x17,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,2,17,25,25,1.470588,1832,307443
A,448,0x0408000000004000,1660857221.139815000,1660857283.284684000,62.144869000,1,3,eth:ipv4:tcp,02:15:b4:00:00:00,52:55:0a:00:02:02,0x0800,,10.0.2.16,04,"Private network",38062,31.13.80.8,ca,"Facebook",443,6,0x00,1,02:15:b4:00:00:00_52:55:0a:00:02:02_7,-_-,443,https,7,8,1709,841,0,1460,244.1429,397.8692,-0.00313,62.06687,8.877839,19.45688,0.11264,27.50026,-0.06666667,0.3403921,0x0011,0,1,64,64,0,0x00,0xc044,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1673979115,5,1709,0,5,810,0,49,65535,32112.15,0,65535,1,0,0,0,0x011d,0x0000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,0,0.047508,0.0105,0.01478488,0,0,0x53,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,1,16,24,12,1.5,6076,931070
B,448,0x0400000000004001,1660857221.136685000,1660857283.284684000,62.147999000,1,3,eth:ipv4:tcp,52:55:0a:00:02:02,02:15:b4:00:00:00,0x0800,,31.13.80.8,ca,"Facebook",443,10.0.2.16,04,"Private network",38062,6,0x00,1,52:55:0a:00:02:02_02:15:b4:00:00:00_8,-_-,443,https,8,7,841,1709,0,810,105.125,232.5681,0,62.064,7.7685,18.4052,0.128725,13.53221,0.06666667,-0.3403921,0x0011,1,9,64,255,1,0x00,0x4000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1702980050,7,841,0,8,249,0,810,8760,6132,0,8760,1,0,0,0,0x053d,0x0000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,0,62.06687,8.867337,19.46071,8.877837,19.46071,0x13,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,2,15,23,23,1.533333,1832,307443
A,451,0x0400000000004000,1660857283.256777000,1660857283.284684000,0.027907000,1,3,eth:ipv4:tcp,02:15:b4:00:00:00,52:55:0a:00:02:02,0x0800,,10.0.2.16,04,"Private network",38048,31.13.80.8,ca,"Facebook",443,6,0x00,1,02:15:b4:00:00:00_52:55:0a:00:02:02_3,-_-,443,https,3,4,0,31,0,0,0,0,0,0.027907,0.009302334,0.009682176,107.4999,0,-0.1428571,-1,0x0011,0,0,64,64,0,0x00,0x4044,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1107230386,1,0,0,1,0,0,0,65535,32112.15,0,65535,1,0,0,0,0x0115,0x3000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,0,0.02790701,0.007999999,0.008938045,0,0,0xd7,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,1,14,22,11,1.571429,6076,931070
B,451,0x0400000000004001,1660857283.252684000,1660857283.284684000,0.032000000,1,3,eth:ipv4:tcp,52:55:0a:00:02:02,02:15:b4:00:00:00,0x0800,,31.13.80.8,ca,"Facebook",443,10.0.2.16,04,"Private network",38048,6,0x00,1,52:55:0a:00:02:02_02:15:b4:00:00:00_4,-_-,443,https,4,3,31,0,0,31,7.75,10.08824,0,0.032,0.007999999,0.01041367,125,968.7499,0.1428571,1,0x0011,1,8,64,255,1,0x00,0x4000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1703044255,3,31,0,4,0,0,31,8760,6132,0,8760,1,0,0,0,0x051d,0x2000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,0,0,0,0,0.007999999,0.008938045,0x17,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,2,13,21,21,1.615385,1832,307443
A,431,0x0400000000004000,1660856678.085706000,1660856718.316697000,40.230991000,1,3,eth:ipv4:tcp,02:15:b4:00:00:00,52:55:0a:00:02:02,0x0800,,10.0.2.16,04,"Private network",47472,31.13.80.34,ca,"Facebook",443,6,0x00,1,02:15:b4:00:00:00_52:55:0a:00:02:02_33,-_-,443,https,33,33,2083,5222,0,274,63.12121,91.57912,0,10.72461,1.219121,2.123243,0.8202631,51.776,0,-0.4297057,0x0011,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,2014248900,33,2083,0,33,5222,0,274,65535,65535,65535,65535,0,0,0,0,0x0018,0x0000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,0.000376,0.216,0.03320764,0.03921479,0,0,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,1,10,24,12,2.4,6096,933790
B,431,0x0400000000004001,1660856678.080698000,1660856718.316697000,40.235999000,1,3,eth:ipv4:tcp,52:55:0a:00:02:02,02:15:b4:00:00:00,0x0800,,31.13.80.34,ca,"Facebook",443,10.0.2.16,04,"Private network",47472,6,0x00,1,52:55:0a:00:02:02_02:15:b4:00:00:00_33,-_-,443,https,33,33,5222,2083,0,724,158.2424,246.1543,0,10.72,1.219273,2.12154,0.820161,129.7843,0,0.4297057,0x0011,1,1,64,64,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1632388558,33,4498,0,33,1875,0,724,8760,8760,8760,8760,0,0,0,0,0x0018,0x0000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,0,10.72461,1.189256,2.13793,1.222463,2.138289,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,2,9,23,23,2.555556,4378,681739
A,432,0x0400000000004000,1660856733.320860000,1660856733.384697000,0.063837000,1,3,eth:ipv4:tcp,02:15:b4:00:00:00,52:55:0a:00:02:02,0x0800,,10.0.2.16,04,"Private network",46574,31.13.80.8,ca,"Facebook",443,6,0x00,1,02:15:b4:00:00:00_52:55:0a:00:02:02_2,-_-,443,https,2,2,1381,1032,0,1381,690.5,488.2572,0,0.063837,0.0319185,0.02256979,31.32979,21633.22,0,0.1446332,0x0011,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,789738018,2,1381,0,2,1032,0,0,65535,65535,65535,65535,0,0,0,0,0x0018,0x0000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,0.004163008,0.06383699,0.034,0.02109794,0,0,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,1,14,22,11,1.571429,6113,934871
B,432,0x0400000000004001,1660856733.316697000,1660856733.384697000,0.068000000,1,3,eth:ipv4:tcp,52:55:0a:00:02:02,02:15:b4:00:00:00,0x0800,,31.13.80.8,ca,"Facebook",443,10.0.2.16,04,"Private network",46574,6,0x00,1,52:55:0a:00:02:02_02:15:b4:00:00:00_2,-_-,443,https,2,2,1032,1381,0,1032,516,364.8671,0,0.068,0.034,0.02404163,29.41176,15176.47,0,-0.1446332,0x0011,1,1,64,64,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1641220261,2,0,0,2,0,0,1032,8760,8760,8760,8760,0,0,0,0,0x0018,0x0000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,0,0,0,0,0.034,0.02109794,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,2,13,21,21,1.615385,1836,308270
