%dir,flowInd,flowStat,timeFirst,timeLast,duration,numHdrDesc,numHdrs,hdrDesc,srcMac,dstMac,ethType,vlanID,srcIP,srcIPCC,srcIPOrg,srcPort,dstIP,dstIPCC,dstIPOrg,dstPort,l4Proto,macStat,macPairs,srcMac_dstMac_numP,srcMacLbl_dstMacLbl,dstPortClassN,dstPortClass,numPktsSnt,numPktsRcvd,numBytesSnt,numBytesRcvd,minPktSz,maxPktSz,avePktSize,stdPktSize,minIAT,maxIAT,aveIAT,stdIAT,pktps,bytps,pktAsm,bytAsm,tcpFStat,ipMindIPID,ipMaxdIPID,ipMinTTL,ipMaxTTL,ipTTLChg,ipToS,ipFlags,ipOptCnt,ipOptCpCl_Num,ip6OptCntHH_D,ip6OptHH_D,tcpISeqN,tcpPSeqCnt,tcpSeqSntBytes,tcpSeqFaultCnt,tcpPAckCnt,tcpFlwLssAckRcvdBytes,tcpAckFaultCnt,tcpBFlgtMx,tcpInitWinSz,tcpAveWinSz,tcpMinWinSz,tcpMaxWinSz,tcpWinSzDwnCnt,tcpWinSzUpCnt,tcpWinSzChgDirCnt,tcpWinSzThRt,tcpFlags,tcpAnomaly,tcpOptPktCnt,tcpOptCnt,tcpOptions,tcpMSS,tcpWS,tcpMPTBF,tcpMPF,tcpMPAID,tcpMPDSSF,tcpTmS,tcpTmER,tcpEcI,tcpUtm,tcpBtm,tcpSSASAATrip,tcpRTTAckTripMin,tcpRTTAckTripMax,tcpRTTAckTripAve,tcpRTTAckTripJitAve,tcpRTTSseqAA,tcpRTTAckJitAve,tcpStatesAFlags,icmpStat,icmpTCcnt,icmpBFTypH_TypL_Code,icmpTmGtw,icmpEchoSuccRatio,icmpPFindex,connSip,connDip,connSipDip,connSipDprt,connF,connG,connNumPCnt,connNumBCnt
A,8,0x0800000000008000,1667923149.437283000,1667923163.706790000,14.269507000,1,3,eth:ipv6:tcp,02:15:ba:00:00:00,52:56:00:00:00:02,0x86dd,,fec0::7cf7:2b29:f4d8:3541,-,"-",36180,2a03:2880:f20e:c6:face:b00c:0:7260,us,"Facebook Ireland Ltd",5222,6,0x00,1,02:15:ba:00:00:00_52:56:00:00:00:02_4,-_-,5222,xmpp-client,4,0,0,0,0,0,0,0,0,8.204035,3.567377,2.581282,0.280318,0,1,0,0x0013,65535,0,64,64,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1497905716,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,0,0x0002,0x0001,4,20,0x0000011e,1440,0,0x0000,0x00,0,0x00,2681957736,0,0.01,26819576.760536,1641103587.1654828456,0,65535,0,0,0,0,0,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,1,1,1,1,1,4,0
A,9,0x0400000000004000,1667923162.204676000,1667923297.340819000,135.136143000,1,3,eth:ipv4:tcp,02:15:ba:00:00:00,52:55:0a:00:02:02,0x0800,,10.0.2.16,04,"Private network",33678,31.13.80.48,ca,"Facebook",5222,6,0x00,1,02:15:ba:00:00:00_52:55:0a:00:02:02_81,-_-,5222,xmpp-client,81,81,1866,2332,0,225,23.03704,43.46914,0,13.21406,1.668347,2.832873,0.5993956,13.8083,0,-0.1110052,0x0011,43878,1,64,64,0,0x00,0x0044,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1050009513,81,1866,0,81,2332,0,225,65535,65535,65535,65535,0,0,0,0,0x0119,0x0000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,0.0002,6.893288,0.65663,1.687917,0,0,0x01,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,3,1,2,2,0.6666667,1,131,2707
B,9,0x0400000000004001,1667923162.208204000,1667923297.340705000,135.132501000,1,3,eth:ipv4:tcp,52:55:0a:00:02:02,02:15:ba:00:00:00,0x0800,,31.13.80.48,ca,"Facebook",5222,10.0.2.16,04,"Private network",33678,6,0x00,1,52:55:0a:00:02:02_02:15:ba:00:00:00_81,-_-,5222,xmpp-client,81,81,2332,1866,0,244,28.79012,52.10374,0,13.21388,1.668302,2.832641,0.5994117,17.25714,0,0.1110052,0x0011,1,6,64,64,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,163904394,81,2332,0,81,1863,0,244,8760,8760,8760,8760,0,0,0,0,0x0119,0x0000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,6.3008e-05,13.21348,1.011943,2.541234,1.668572,3.050727,0x01,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,3,1,1,1,1,81,2332
A,12,0x0800000000008000,1667923384.408921000,1667923398.718118000,14.309197000,1,3,eth:ipv6:tcp,02:15:ba:00:00:00,52:56:00:00:00:02,0x86dd,,fec0::7cf7:2b29:f4d8:3541,-,"-",33946,2a03:2880:f20e:c6:face:b00c:0:7260,us,"Facebook Ireland Ltd",5222,6,0x00,1,02:15:ba:00:00:00_52:56:00:00:00:02_4,-_-,5222,xmpp-client,4,0,0,0,0,0,0,0,0,8.205297,3.577299,2.581188,0.2795405,0,1,0,0x0013,65535,0,64,64,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,3914697342,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,0,0x0002,0x0001,4,20,0x0000011e,1440,0,0x0000,0x00,0,0x00,2682192748,0,0.1,268219278.796779,1399704120.061683568,0,65535,0,0,0,0,0,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,1,1,1,1,1,8,0
A,7,0x0400000000004000,1667923146.939206000,1667923146.972092000,0.032886000,1,3,eth:ipv4:tcp,02:15:ba:00:00:00,52:55:0a:00:02:02,0x0800,,10.0.2.16,04,"Private network",35234,31.13.80.53,ca,"Facebook",443,6,0x00,1,02:15:ba:00:00:00_52:55:0a:00:02:02_2,-_-,443,https,2,2,0,0,0,0,0,0,0,0.032886,0.016443,0.01162696,60.81615,0,0,0,0x0011,50235,0,64,64,0,0x00,0x0044,0,0x00_0x00000000,0_0,0x00000000_0x00000000,3055386302,2,0,0,2,0,0,0,65535,65535,65535,65535,0,0,0,0,0x0111,0x3000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,0.000733952,0.03280301,0.01676848,0.01133812,0,0,0x83,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,1,12,12,6,1,309,6839
B,7,0x0400000000004001,1667923146.939940000,1667923146.972009000,0.032069000,1,3,eth:ipv4:tcp,52:55:0a:00:02:02,02:15:ba:00:00:00,0x0800,,31.13.80.53,ca,"Facebook",443,10.0.2.16,04,"Private network",35234,6,0x00,1,52:55:0a:00:02:02_02:15:ba:00:00:00_2,-_-,443,https,2,2,0,0,0,0,0,0,0,0.032069,0.0160345,0.0113381,62.36552,0,0,0,0x0011,2,2,64,64,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,153543330,2,0,0,2,0,0,0,8760,8760,8760,8760,0,0,0,0,0x0111,0x2000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,8.3008e-05,8.3008e-05,4.1504e-05,2.934776e-05,0.01680998,0.01133816,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,2,11,11,11,1,16,0
A,6,0x0400000000004000,1667923146.937400000,1667923146.972233000,0.034833000,1,3,eth:ipv4:tcp,02:15:ba:00:00:00,52:55:0a:00:02:02,0x0800,,10.0.2.16,04,"Private network",35232,31.13.80.53,ca,"Facebook",443,6,0x00,1,02:15:ba:00:00:00_52:55:0a:00:02:02_2,-_-,443,https,2,2,0,0,0,0,0,0,0,0.034833,0.0174165,0.01231533,57.41682,0,0,0,0x0011,13591,0,64,64,0,0x00,0x0044,0,0x00_0x00000000,0_0,0x00000000_0x00000000,3771136309,2,0,0,2,0,0,0,65535,65535,65535,65535,0,0,0,0,0x0111,0x3000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,0.002515008,0.03473299,0.018624,0.01139078,0,0,0x83,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,1,10,10,5,1,309,6839
B,6,0x0400000000004001,1667923146.939915000,1667923146.972133000,0.032218000,1,3,eth:ipv4:tcp,52:55:0a:00:02:02,02:15:ba:00:00:00,0x0800,,31.13.80.53,ca,"Facebook",443,10.0.2.16,04,"Private network",35232,6,0x00,1,52:55:0a:00:02:02_02:15:ba:00:00:00_2,-_-,443,https,2,2,0,0,0,0,0,0,0,0.032218,0.016109,0.01139078,62.0771,0,0,0,0x0011,4,4,64,64,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,153349383,2,0,0,2,0,0,0,8760,8760,8760,8760,0,0,0,0,0x0111,0x2000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,0.000100032,0.000100032,5.0016e-05,3.536665e-05,0.01867402,0.01139083,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,2,9,9,9,1,16,0
A,18,0x0800000000008000,1667923749.743627000,1667923764.025007000,14.281380000,1,3,eth:ipv6:tcp,02:15:ba:00:00:00,52:56:00:00:00:02,0x86dd,,fec0::7cf7:2b29:f4d8:3541,-,"-",39020,2a03:2880:f20e:c6:face:b00c:0:7260,us,"Facebook Ireland Ltd",5222,6,0x00,1,02:15:ba:00:00:00_52:56:00:00:00:02_4,-_-,5222,xmpp-client,4,0,0,0,0,0,0,0,0,8.201029,3.570345,2.577714,0.280085,0,1,0,0x0013,65535,0,64,64,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,4090368522,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,0,0x0002,0x0001,4,20,0x0000011e,1440,0,0x0000,0x00,0,0x00,2682558055,0,0.001,2682558.182415,1665241206.3349749520,0,65535,0,0,0,0,0,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,1,1,1,1,1,12,0
A,10,0x0400000000004000,1667923297.278438000,1667923297.307068000,0.028630000,1,3,eth:ipv4:tcp,02:15:ba:00:00:00,52:55:0a:00:02:02,0x0800,,10.0.2.16,04,"Private network",43452,172.217.13.110,us,"Google LLC",80,6,0x00,1,02:15:ba:00:00:00_52:55:0a:00:02:02_2,-_-,80,http,2,2,0,0,0,0,0,0,0,0.02863,0.014315,0.01012223,69.8568,0,0,0,0x0011,44609,0,64,64,0,0x00,0x0044,0,0x00_0x00000000,0_0,0x00000000_0x00000000,3122226665,2,0,0,2,0,0,0,65535,65535,65535,65535,0,0,0,0,0x0111,0x3000,0,0,0x00000000,0,0,0x0000,0x00,0,0x00,0,0,0,0.000000,0.000000000,0,0.01165197,0.02852698,0.02008947,0.005966217,0,0,0x83,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,1,2,2,1,1,401,9246
